IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
00:00.0,middletown,ny,us,rectangle,180,Rectangular object&#44 3 contiguous sections; the outer 2 sections a dark green&#44 the inner a brighter lighter green.
00:00.0,san diego,ca,us,other,180,Point Loma&#44Ca&#44 Daughter and I was standing on our balcony&#44 when a white object appeared out over ocean. We first thought it was a helic
00:00.0,baker city,or,us,unknown,900,Two humanoid shapes visible inside lit window of craft.
10:00.0,las cruces,nm,us,fireball,15,a hollow blue ball of lighting that turned to a fireball then took and umbrella shape and loomed for a second then disapeared.
45:00.0,byron,mn,us,,6300,Man witnesses bright obj. in E sky.  It moves &quot;strangely&#44 fast&#44&quot; approached second &quot;star&#44&quot; rose very quickly&#44 disappeared. Alarmed.
00:00.0,manchester,nh,us,,900,They are human in appearence
45:00.0,dallas,ga,us,sphere,4,yellow &#39perfect&#39 sphere crossed entire viewable sky in about 4 sec.&#44 flashing off/on intermittently
00:00.0,pooler,ga,us,fireball,4,I was in the car at the gas station when a huge green fireball or light fly across the sky. It must have been going VERY fast. It flew
40:00.0,woodstock,il,us,cigar,20,I looked up in the sky and  saw a green luminous cigar shaped craft.  Right when I saw it it took off .  A few seconds latr it came bac
00:00.0,hermiston,or,us,unknown,60,Extreme high UFO??? to me at least&#44 moved like an airplane behaved like a shooting star.
10:00.0,el paso,tx,us,sphere,900,15 minute event&#44 daytime&#44 partly cloudy&#44 5/30/1999&#44 El Paso&#44 Texas&#44 1:15P.M.
00:00.0,lawndale,ca,us,circle,300,At Alondra Park I looked up at the sky because a small aircraft was flying overhead. I noticed 6 small circle shaped craft&#44 not moving
15:00.0,paso robles,ca,us,cigar,600,the object was hovering in the sky and giving off a white and sum what orange glow.the object was in the western sky about 8 miles away
20:00.0,vestal,ny,us,cylinder,300,Observed silvery tubular craft with bright white lights along the sides.  No sound or vapor trail&#44 no wings or tail structure.
35:00.0,allen,ok,us,changing,18000,Saw 7 unidentified objects travelling from South-East to West over a period of 5 hours.
05:00.0,prescott valley,az,us,formation,600,Watched 3 bright objects travel across night sky in triangle formation with no noise.
00:00.0,fort morgan,al,us,oval,5,Bright&#44 Neon Green Oval shaped craft seen on the Alabama coast right after sunset.
25:00.0,el sobrante,ca,us,disk,300,My dog woke me up at 3:20 AM&#44 whining as though he had to go do his duty. It is extremely rare that he will wake me up. I got up&#44 let t
00:00.0,sacramento,ca,us,cylinder,180,Shiny cylindrical shaped object seen over Sacramento California
20:00.0,chicago,il,us,other,2,Curving streak of light zooming astonishly fast seen last night over Chicago&#44 and I got it on tape&#33
00:00.0,northbrook,il,us,flash,4,standing in the field west of wood oaks jr. highschool&#44 I saw&#44in the south&#44 1ball of light (resembling the shape of a roman candle&#44 but
00:00.0,savannah,tn,us,unknown,30,bright silver gray color fish shaped object. Very shiny and bright.
15:00.0,whitman,ma,us,triangle,30,Three red light in the shape of a triangle moving fast to the north
30:00.0,mchenry,il,us,other,60,I saw giant birds flying at very fast speeds in and out of a cloud on may 3rd 2010
45:00.0,mchenry,il,us,disk,30,((HOAX??))  I thought they were birds but the way they were flying didn&#39t make sense.
00:00.0,mchenry,il,us,,30,I saw living creatures swooping in and  out of a cloud
00:00.0,louisville,ky,us,changing,1320,Bright objects and flashes over Louisville&#44Kentucky.
17:00.0,omaha,ne,us,diamond,240,Walking on the South campus of the University of Nebraska at Omaha. Was chased by Diamond shaped UFO which was approaching towards me.
30:00.0,knoxville,tn,us,unknown,180,I just witnessed a large static formation or 1 very large craft over Fountain City. It moved fairly slow and made a low steady rumble a
45:00.0,state college,pa,us,light,300,Around 12 red lights moving in loose formation over State College&#44 PA.
20:00.0,tulsa,ok,us,light,2,Fast moving low flying bright object makes path across south Tulsa neighborhood
45:00.0,issaquah,wa,us,circle,7200,At first it looked like a large blinking star; it was lights flickering in a circular motion. ((NUFORC Note:  Twinkling star??  PD))
30:00.0,houston,tx,us,unknown,3,white shining light over Houston&#44TX
00:00.0,caret,va,us,light,30,it was a bright light and it zig zagged then it dissappeared
00:00.0,grants pass,or,us,oval,300,Flickering orange oval hovering over Grants Pass&#44 OR.
00:00.0,redwood city,ca,us,sphere,300,Redwood City Sphere&#44 third sighting
10:00.0,upland,ca,us,rectangle,20,It first appeared like shooting star&#44 but then turned in to a triangle with dim lights it lasted for twenty seconds then vanished.
16:00.0,woodland hills,ca,us,unknown,60,Possible UFO seen in CA
20:00.0,venice,ca,us,triangle,15,Silent Triangle craft sighted Venice&#44 CA May 3rd 2011 21:20
30:00.0,davenport,ia,us,egg,600,Bright Light over Davenport&#44 Iowa.
30:00.0,san jose,ca,us,light,60,Bright light traveled at a great rate in the upper atmosphere above Santa Cruz mountains CA
30:00.0,saint george,ut,us,fireball,360,Triangle of bright orange lights flying directly over St. George&#44 Utah.
30:00.0,amery,wi,us,light,5,Lights thought to be satellites making impossible movements
30:00.0,bristol,pa,us,cylinder,28,&quot;Venus&quot; disappeared&#44 but was UFO.
30:00.0,saint joseph,mi,us,rectangle,30,I just got home from a friends and now stood on the porch in the dark while I let the dogs out. I was facing South and I was looking up
00:00.0,las vegas,nv,us,fireball,600,FIREBALL OVER NELLIS AIR FORCE BASE
00:00.0,lakeview (near),or,us,other,120,3 Orange lights over Warner Highway
00:00.0,brownwood,tx,us,fireball,300,Fireballs sighted near Lake Brownwood Texas
00:00.0,everett,wa,us,triangle,300,Large triangular shaped orange light hovering minutes over my home.
00:00.0,oxford,al,us,fireball,120,Fireballs in Oxford&#44 AL
08:00.0,boardman,oh,us,fireball,90,Huge Firey Orange light in the sky
45:00.0,mesquite,nv,us,triangle,60,V shaped object eastern Neveda
00:00.0,santa maria,ca,us,teardrop,60,Red/orange object moves across night sky
05:00.0,seattle,wa,us,other,3,LIGHT FLASH OVER SEATTLE 5/O3/13  1:05AM THURSDAY NIGHT / EARLY  FRIDAY MORNING
30:00.0,venice,ca,us,fireball,12,Walking out the door going to my car get ready for work. I look up at the sky and see this Orange Fireball. First O.M.G. Aircraft is on
30:00.0,barre,vt,us,light,120,3 reflecting objects seen in day sky in formation.
45:00.0,richmond,va,us,fireball,1800,Red flame orb cruising parelle interstate 64 heading east.
30:00.0,west jordan,ut,us,triangle,15,There was a shadow of a triangle moving across the field but no aircraft above.
20:00.0,taunton,ma,us,unknown,240,Unknown in Taunton.
30:00.0,medford,ny,us,cylinder,300,Large cigar shapedf object
00:00.0,el sobrante,ca,us,circle,120,Bright&#44 yellow/orange circle&#44 10 ft. in diameter&#44 silent&#44 slow moving&#44 5mph&#44 50 ft. above ground-2 minutes&#44 chased &amp; threw rocks at it.
00:00.0,rangely,co,us,unknown,900,Introduction
35:00.0,st. louis county,mo,us,cigar,600,I was walking to church very early on the morning of May 5&#44 1965.  Cutting across the rear of the adjacent school parking lot&#44 a bright
00:00.0,beltsville,md,us,sphere,120,Green sphere speeding across the sky in 1960&#39s
00:00.0,new york city,ny,us,changing,300,P.S.154 Sighting in the South Bronx
00:00.0,molson,wa,us,circle,2,I was a boy&#44 dad sis and I were at local farn getting milk. I took milk out to car alone. Looked up...
00:00.0,new martinsville,wv,us,light,600,Object that changes colors follows our car.
00:00.0,hico,tx,us,disk,5,Sometime in either 1972 or 1973 my grandfather and i were outside sitting down in hico texas when a white saucer type vehicle  flew ver
00:00.0,hampton,ar,us,fireball,30,It was a orange ball several thousand feet in the sky.
00:00.0,jacksonville,nc,us,sphere,240,Silent rocking 4ft silver sphere hovering 2ft of the ground with tremendous takeoff speed.
30:00.0,gardner,ma,us,oval,45,At the time I was six years old.  It was light outside and I looked out our bay window and almost at eye level&#44 I noticed what at first
00:00.0,pasadena,ca,us,cigar,120,I submitted the following to a French UMMO site isn1997. For years I have been trying to track down a craft&#39s symbol my 4 yr.ol
00:00.0,marlboro,nj,us,circle,4,Over 20 years ago I saw a bight yellow ball flash in Marlboro&#44 NJ and then disappear.
30:00.0,kerrville,tx,us,diamond,1200,Strange craft follows car into town&#44 later family member see same craft.
00:00.0,los angeles,ca,us,light,5,Los Angeles CA.  28 years ago. Spheric light travelling at a steady speed.  I knew of nobody to report it to. But now I can&#33
00:00.0,livermore,ca,us,disk,300,3 people clearly see large saucer shaped object 1/2 mile away
45:00.0,riverside,tx,us,circle,20,A red and orange ball of light above the trees.
00:00.0,proctorville,oh,us,disk,8,green disk in clear blue skies up above my car.
00:00.0,cloquet,mn,us,other,6900,Myself&#44 a friend&#44 two 9-yr old children watched a pulsating craft hover over the St.Louis River in Cloquet&#44 just at the edge of town. 
00:00.0,natick,ma,us,disk,10,The object was saucer shaped since the bottom part of it was covered by the trees and there were hundreds of bright lights.
15:00.0,virginia beach,va,us,unknown,120,A &#8220;group of four lights appeared in the sky&#44 stopped  dead still&#44 then went back the way they came and shot straight up in the sky.&quot;
00:00.0,sedona,az,us,other,60,#NAME?
30:00.0,grants (southeast of),nm,us,light,120,bright light travelling normal speed stops above us for minutes then shoots off in nighttime NM sky.
00:00.0,orlando,fl,us,,300,Back in 1992 I was workin at a dining facility on the Naval Base in Orlando&#44 Florida. One morning&#44 I had to call in sick but because I
00:00.0,malibu,ca,us,light,10,Light or Fireball fell out of the sky and as it was going to hit the ocean&#44 it disapeared.
00:00.0,geneva,oh,us,cigar,300,Enormous Cigar shaped craft&#44 no wings&#44 no windows&#44 no sound&#44 incredible rate of speed&#44 over Lake Erie&#44 in Ohio&#44 chased by helicopter.
00:00.0,phoenix,ny,us,unknown,300,It  had my head in a vice-like grip and was &quot;reading&quot; me.
00:00.0,newport beach (near),ca,us,flash,5,saw what I first thought was a comet or some other object. It looked like a falling star....it was very high up.  I watched the object
15:00.0,fremont,oh,us,cone,1500,2 cone shaped objects&#44 at first where conjoined&#44 then seperated and flew away. metalic at first then changed color as they where flying
00:00.0,conifer,co,us,circle,10,Turkey Creek Canyon Road&#44 Conifer Colorado sighting (3 witnesses)
00:00.0,new york city (bronx),ny,us,fireball,7,Me and two friends were in a park hanging out. We looked up and saw a &quot;fireball&quot; streak across the entire sky&#44 which was visible to us&#44
25:00.0,san bruno,ca,us,,300,Man sees peculiar stationary white light.  Green light drops vertically from white light&#44 becomes red&#44 disappears.  1st obj. moves off.
15:00.0,new bedford,ma,us,light,300,12 silent amber moving lights were observed under a cloud cover lower than airplanes fly
30:00.0,bayfield,co,us,diamond,120,Diamond-shaped craft near Bayfield&#44 CO.
30:00.0,comptche,ca,us,,7200,Pulsing&#44 flashing light emanating from what appearsto be  the ground (horizon) up illuminating the NE Sky
45:00.0,walnut creek,ca,us,changing,180,2 bright orange lights  flying in formation&#44 switching positions&#44 flew apart&#44 straight up then disappeared in the blink of the eye
00:00.0,exeter,ri,us,diamond,1200,A disbeliever firmly becomes a believer after spotting this thing in the sky.
31:00.0,auburn,wa,us,light,10,Weird light hovers and disappears
30:00.0,springfield,or,us,fireball,5,Fireball seen over Springfield&#44 Oregon
00:00.0,hanover,pa,us,sphere,60,Orange glowing orb&#44 bright white light emitting from it&#44 levitating 100 ft off ground and moved out of sight
00:00.0,st. cloud,mn,us,triangle,120,I was traveling east on I94 at 0500 hours going to work&#44 it was dark just before the sunrise it was cloudy low lying clouds. I notice a
50:00.0,phoenix,az,us,sphere,10,A metallic sphere seen below the airplane while taking off from the Phoenix airport on a commercial flight.
30:00.0,clovis,ca,us,light,600,Two self- synchronously blinking red lights in night sky
50:00.0,carolina beach,nc,us,fireball,240,3 fireballs observed above the ocean at Carolina Beach&#44 NC
00:00.0,steinbach (canada),mb,ca,unknown,300,Driving home from my daughter&#8217;s house after baby-sitting my grandchildren&#44 I saw something very strange flying very fast in the distanc
15:00.0,alameda,ca,us,fireball,600,Small orange ball of fire floating upwards in Alameda&#44 Ca.
15:00.0,sarasota,fl,us,light,1200,Star like objects moving in a uncontrollable path. One stopped and then kept moving.
15:00.0,oak lawn,il,us,light,50,Small White light being chased by maybe a helicopter
30:00.0,clear lake,ia,us,cone,600,BLUE/GREEN/WHITE Flashing Lights - cone shaped in the Northwestern Sky in Northern Iowa.
00:00.0,fort worth,tx,us,disk,600,Huge UFO over Fort Worth may 8&#44 2012
00:00.0,springfield,il,us,triangle,3600,Triangle with with red/blue/yellow lites
